NUM     DATE      ADV      DEC    UNCHG   ADVVOL       DECVOL
00477 940419  749.000 1491.000  564.000 10359.000      18666        0
00478 940420  835.000 1417.000  550.000 11647.000      21564        0
00479 940421 1573.000  704.000  512.000 27649.000       7455        0
00480 940422 1282.000  930.000  572.000 14503.000      12549        0
00481 940425 1535.000  654.000  596.000 17340.000       5733        0
00482 940426 1268.000  913.000  618.000 14508.000      11183        0
00483 940428  936.000 1275.000  606.000 12434.000      16117        0
00484 940429 1297.000  855.000  626.000 16273.000       8099        0
00485 940502 1235.000  946.000  609.000 17911.000       9262        0
00486 940503  993.000 1112.000  694.000 11584.000      13541        0
00487 940504  917.000 1112.000  665.000 9372.000      13435        0
00488 940505 1019.000 1087.000  674.000 9993.000      12031        0
00489 940506  558.000 1713.000  524.000 8420.000      17487        0
00490 940509  509.000 1756.000  546.000 4595.000      18208        0
00491 940510 1327.000  887.000  614.000 17515.000       9234        0
00492 940511  672.000 1550.000  602.000 6887.000      18002        0
00493 940512 1207.000  977.000  646.000 14794.000       9028        0
00494 940513 1033.000 1091.000  668.000 11130.000      10023        0
00495 940516  988.000 1188.000  646.000 10200.000       9929        0
00496 940517 1360.000  843.000  613.000 18919.000       8584        0
00497 940518 1629.000  679.000  526.000 24116.000       7073        0
00498 940519 1318.000  886.000  625.000 19121.000       7294        0
00499 940520 1027.000 1146.000  647.000 12191.000      13102        0
00500 940523  911.000 1223.000  682.000 9778.000      11953        0
00501 940524 1243.000  908.000  660.000 15181.000       9475        0
00502 940525 1111.000 1029.000  670.000 13287.000       9070        0
00503 940526 1183.000  915.000  718.000 12196.000       9826        0
00504 940527 1128.000  913.000  753.000 8262.000       7275        0
00505 940531  971.000 1203.000  632.000 7743.000       8960        0
00506 940601 1177.000  934.000  691.000 14319.000       9623        0
00507 940602 1296.000  866.000  666.000 13587.000       9960        0
00508 940603 1350.000  795.000  679.000 14434.000       8828        0
00509 940606 1320.000  864.000  632.000 11845.000      10686        0
00510 940607  902.000 1190.000  727.000 8115.000      12388        0
00511 940608  955.000 1175.000  692.000 8138.000      13882        0
00512 940609  988.000 1081.000  743.000 9292.000      12606        0
00513 940610 1189.000  878.000  762.000 11424.000       7351        0
00514 940613 1066.000 1037.000  723.000 13389.000       7538        0
00515 940614 1298.000  825.000  709.000 17241.000       7452        0
00516 940615  945.000 1176.000  696.000 10230.000      12338        0
00517 940616 1164.000  960.000  721.000 11665.000       9936        0
00518 940617  769.000 1429.000  630.000 9315.000      23620        0
00519 940620  495.000 1748.000  582.000 4695.000      15557        0
00520 940621  497.000 1715.000  628.000 6430.000      20382        0
00521 940622 1266.000  862.000  698.000 13527.000       8423        0
00522 940623  720.000 1424.000  697.000 6345.000      15569        0
00523 940624  383.000 1896.000  524.000 3385.000      19983        0
00524 940627 1108.000 1054.000  657.000 14797.000       6872        0
00525 940628  775.000 1343.000  706.000 9783.000      13071        0
00526 940629 1251.000  885.000  695.000 13711.000       8597        0
00527 940630  951.000 1275.000  608.000 8349.000      17676        0
00528 940701 1282.000  810.000  699.000 11559.000       5697        0
00529 940705 1091.000 1030.000  689.000 8618.000       7758        0
00530 940706 1024.000 1082.000  717.000 9612.000      10442        0
00531 940707 1263.000  858.000  714.000 14412.000       8112        0
00532 940708  964.000 1170.000  703.000 11442.000       8436        0
00533 940711 1023.000 1165.000  654.000 9116.000      10240        0
00534 940712 1074.000 1012.000  759.000 11740.000      10196        0
00535 940713 1155.000  912.000  777.000 13619.000       9640        0
00536 940714 1663.000  555.000  612.000 22948.000       6244        0
00537 940715 1203.000  876.000  756.000 13989.000       9650        0
00538 940718 1135.000 1023.000  705.000 12480.000       7316        0
00539 940719  979.000 1108.000  763.000 8806.000      12691        0
00540 940720  756.000 1401.000  670.000 7135.000      15575        0
00541 940721  967.000 1111.000  765.000 14012.000      11479        0
00542 940722 1103.000  982.000  758.000 12579.000       9852        0
00543 940725 1077.000 1050.000  710.000 11256.000       7918        0
00544 940726  935.000 1165.000  750.000 9206.000       9994        0
00545 940727  897.000 1272.000  671.000 9355.000      12885        0
00546 940728 1079.000  999.000  764.000 11819.000       8860        0
00547 940729 1629.000  614.000  624.000 18851.000       4781        0
00548 940801 1408.000  802.000  643.000 16745.000       6000        0
00549 940802 1268.000  906.000  674.000 16274.000       9805        0
00550 940803 1100.000 1004.000  736.000 14458.000       9846        0
00551 940804  912.000 1188.000  742.000 9358.000      15121        0
00552 940805  794.000 1341.000  719.000 8212.000      11671        0
00553 940808 1169.000  962.000  730.000 10767.000       7307        0
00554 940809  974.000 1145.000  742.000 12632.000       9505        0
00555 940810 1186.000  941.000  727.000 15831.000       8871        0
00556 940811  757.000 1378.000  699.000 9313.000      13796        0
00557 940812 1236.000  845.000  752.000 14304.000       7484        0
00558 940815 1064.000 1040.000  765.000 9855.000       8911        0
00559 940816 1275.000  919.000  688.000 19198.000       7220        0
00560 940817 1190.000  963.000  707.000 17082.000      10628        0
00561 940818  890.000 1299.000  674.000 9899.000      14791        0
00562 940819 1157.000  917.000  783.000 13601.000       9328        0
00563 940822  922.000 1238.000  711.000 9736.000      10147        0
00564 940823 1347.000  766.000  758.000 16764.000       8428        0
00565 940824 1379.000  814.000  699.000 20564.000       7344        0
00566 940825 1057.000 1122.000  694.000 12302.000      12277        0
00567 940826 1508.000  699.000  670.000 21761.000       5459        0
00568 940829 1237.000  903.000  724.000 15018.000       8074        0
00569 940830 1281.000  865.000  729.000 17038.000       8177        0
00570 940831 1236.000  965.000  685.000 17108.000      14340        0
00571 940901  852.000 1321.000  712.000 8325.000      16255        0
00572 940902  953.000 1066.000  822.000 7959.000       9855        0
00573 940906  956.000 1142.000  755.000 8952.000       8212        0
00574 940907 1036.000 1114.000  731.000 12129.000      13514        0
00575 940908 1319.000  837.000  715.000 17542.000       8485        0
00576 940909  584.000 1635.000  630.000 6291.000      19997        0
00577 940912  735.000 1404.000  757.000 8714.000      12405        0
00578 940913 1142.000  998.000  729.000 12852.000      11274        0
00579 940914 1108.000 1058.000  699.000 14564.000      12011        0
00580 940915 1529.000  625.000  710.000 20235.000       4482        0
00581 940916  739.000 1418.000  722.000 10968.000      24868        0
00582 940919  966.000 1214.000  702.000 12003.000      11829        0
00583 940920  492.000 1812.000  580.000 5339.000      24555        0
00584 940921  642.000 1586.000  659.000 10832.000      19591        0
00585 940922 1007.000 1155.000  710.000 13025.000      13636        0
00586 940923  891.000 1274.000  729.000 11279.000      15718        0
00587 940926  982.000 1153.000  729.000 11260.000      11588        0
00588 940927 1010.000 1169.000  716.000 13980.000      11512        0
00589 940928 1401.000  806.000  661.000 18822.000      10398        0
00590 940929  874.000 1262.000  725.000 9985.000      16522        0
00591 940930 1303.000  850.000  714.000 15590.000       9621        0
00592 941003  841.000 1351.000  667.000 9949.000      13586        0
00593 941004  542.000 1736.000  595.000 4038.000      25938        0
00594 941005  543.000 1761.000  564.000 9693.000      22829        0
00595 941006  988.000 1124.000  721.000 10298.000      12701        0
00596 941007 1245.000  946.000  664.000 15960.000       8503        0
00597 941010 1414.000  731.000  684.000 14239.000       4710        0
00598 941011 1560.000  668.000  643.000 24947.000       7382        0
00599 941012 1015.000 1110.000  743.000 12451.000      10769        0
00600 941013 1333.000  886.000  661.000 17453.000      11645        0
00601 941014 1022.000 1054.000  781.000 12905.000       9093        0
00602 941017 1057.000 1129.000  705.000 10728.000      10252        0
00603 941018  891.000 1299.000  700.000 9196.000      12779        0
00604 941019 1116.000 1018.000  765.000 18230.000       9465        0
00605 941020  702.000 1523.000  660.000 9029.000      19545        0
00606 941021  843.000 1273.000  785.000 9367.000      17253        0
00607 941024  698.000 1537.000  657.000 7483.000      17197        0
00608 941025  799.000 1408.000  687.000 12157.000      15941        0
00609 941026 1000.000 1219.000  681.000 15497.000      13280        0
00610 941027 1257.000  933.000  694.000 19491.000      10103        0
00611 941028 1661.000  616.000  629.000 29282.000       5740        0
00612 941031 1047.000 1160.000  684.000 11322.000      15115        0
00613 941101  627.000 1619.000  643.000 8011.000      19305        0
00614 941102  943.000 1275.000  697.000 13053.000      15907        0
00615 941103 1089.000 1050.000  766.000 14505.000       9847        0
00616 941104  672.000 1499.000  720.000 6768.000      17394        0
00617 941107  839.000 1395.000  676.000 10379.000      11343        0
00618 941108 1118.000 1061.000  726.000 15929.000       8556        0
00619 941109 1019.000 1189.000  711.000 14081.000      15212        0
00620 941110  804.000 1356.000  750.000 9706.000      13756        0
00621 941111  639.000 1548.000  687.000 6309.000      13057        0
00622 941114 1258.000 1015.000  639.000 14642.000       7855        0
00623 941115 1127.000 1103.000  697.000 15373.000      13800        0
00624 941116 1038.000 1198.000  689.000 11992.000      13234        0
00625 941117  762.000 1470.000  706.000 8896.000      18985        0
00626 941118  801.000 1422.000  708.000 10639.000      20637        0
00627 941121  810.000 1492.000  631.000 8343.000      17554        0
00628 941122  491.000 1901.000  551.000 4642.000      30946        0
00629 941123 1144.000 1239.000  559.000 19093.000      19613        0
00630 941125 1505.000  569.000  674.000 7916.000       2091        0
00631 941128 1160.000 1091.000  665.000 13500.000       9433        0
00632 941129 1155.000 1075.000  706.000 15001.000       9011        0
00633 941130 1263.000 1011.000  685.000 12311.000      13174        0
00634 941201  692.000 1553.000  692.000 5060.000      20403        0
00635 941202 1402.000  889.000  629.000 16222.000       8614        0
00636 941205 1183.000 1061.000  693.000 11914.000      10379        0
00637 941206  943.000 1282.000  710.000 10289.000      13684        0
00638 941207  691.000 1548.000  691.000 7540.000      16955        0
00639 941208  541.000 1813.000  590.000 6050.000      27255        0
00640 941209  943.000 1303.000  676.000 15198.000      13359        0
00641 941212 1112.000 1123.000  699.000 13348.000      10711        0
00642 941213 1256.000 1027.000  680.000 15454.000      10578        0
00643 941214 1565.000  771.000  622.000 24707.000       6553        0
00644 941215 1499.000  815.000  648.000 16871.000      12468        0
00645 941216 1364.000  938.000  636.000 28847.000      13263        0
00646 941219  971.000 1301.000  679.000 10565.000      13273        0
00647 941220 1126.000 1125.000  711.000 13200.000      14412        0
00648 941221 1473.000  881.000  611.000 19921.000      12863        0
00649 941222 1115.000 1216.000  634.000 12227.000      17297        0
00650 941223 1223.000  949.000  750.000 9505.000       7079        0
00651 941227 1214.000 1031.000  679.000 9921.000       8654        0
00652 941228  879.000 1335.000  736.000 9028.000      11931        0
00653 941229 1164.000 1086.000  731.000 12673.000       8505        0
00654 941230 1376.000 1018.000  599.000 10819.000      10869        0
00655 950103 1186.000 1202.000  542.000 10461.000      12200        0
00656 950104 1414.000  949.000  578.000 15958.000      12571        0
00657 950105 1155.000 1075.000  705.000 13934.000      11476        0
00658 950106 1218.000  981.000  749.000 14416.000      12216        0
00659 950109 1188.000 1011.000  732.000 14222.000      10249        0
00660 950110 1145.000 1145.000  666.000 14335.000      16055        0
00661 950111 1051.000 1179.000  707.000 16400.000      13167        0
00662 950112 1128.000 1057.000  759.000 14524.000      11937        0
00663 950113 1680.000  658.000  621.000 23352.000       6042        0
00664 950116 1448.000  799.000  686.000 20554.000       7521        0
00665 950117 1303.000  948.000  704.000 17130.000      11921        0
00666 950118 1061.000 1171.000  725.000 13349.000      16919        0
00667 950119  748.000 1423.000  787.000 7868.000      17592        0
00668 950120  744.000 1472.000  734.000 11512.000      21172        0
00669 950123  826.000 1399.000  692.000 13296.000      14662        0
00670 950124 1265.000  936.000  736.000 14692.000      10366        0
00671 950125 1201.000  956.000  766.000 15833.000      13341        0
00672 950126 1115.000 1019.000  794.000 14997.000      11870        0
00673 950127 1283.000  956.000  688.000 17203.000      12889        0
00674 950130  835.000 1402.000  687.000 10309.000      17932        0
00675 950131 1289.000  918.000  725.000 22417.000      15293        0
00676 950201 1278.000  935.000  713.000 20224.000      15341        0
00677 950202 1295.000  901.000  735.000 18863.000       9601        0
00678 950203 1853.000  526.000  560.000 33363.000       6625        0
00679 950206 1383.000  890.000  676.000 18247.000      10286        0
00680 950207 1236.000  961.000  750.000 12541.000      14222        0
00681 950208 1120.000 1038.000  779.000 14459.000      12497        0
00682 950209 1147.000 1087.000  724.000 14987.000      13238        0
00683 950210 1230.000  931.000  770.000 16380.000       8772        0
00684 950213 1144.000 1090.000  727.000 11128.000      10861        0
00685 950214 1073.000 1110.000  766.000 14373.000      11513        0
00686 950215 1482.000  745.000  738.000 20170.000      12619        0
00687 950216  886.000 1334.000  749.000 14247.000      15324        0
00688 950217  913.000 1240.000  806.000 9712.000      20961        0
00689 950221 1074.000 1179.000  735.000 13391.000      13759        0
00690 950222 1241.000  944.000  773.000 19119.000      10313        0
00691 950223 1446.000  787.000  737.000 21623.000      13247        0
00692 950224 1117.000 1040.000  821.000 13798.000      12516        0
00693 950227  632.000 1608.000  703.000 4937.000      20198        0
00694 950228 1603.000  690.000  657.000 21566.000       6386        0
00695 950301 1010.000 1254.000  688.000 14605.000      17410        0
00696 950302 1003.000 1180.000  767.000 12668.000      16070        0
00697 950303  972.000 1165.000  792.000 14669.000      14897        0
00698 950306  785.000 1453.000  716.000 10999.000      15165        0
00699 950307  604.000 1676.000  666.000 8932.000      21938        0
00700 950308 1125.000 1052.000  784.000 15275.000      14037        0
00701 950309 1058.000 1097.000  790.000 14952.000      12641        0
00702 950310 1588.000  657.000  717.000 28063.000       6908        0
00703 950313 1128.000 1131.000  719.000 13122.000      10881        0
00704 950314 1452.000  772.000  748.000 19029.000      11417        0
00705 950315 1011.000 1118.000  828.000 13400.000      13179        0
00706 950316 1420.000  801.000  738.000 20427.000       9273        0
00707 950317  881.000 1305.000  771.000 17194.000      18727        0
00708 950320 1073.000 1105.000  786.000 17194.000      18727        0
00709 950321  974.000 1210.000  799.000 15790.000      15835        0
00710 950322  982.000 1134.000  833.000 14226.000      12733        0
00711 950323 1046.000 1012.000  883.000 14228.000      11944        0
00712 950324 1625.000  657.000  680.000 25562.000       5697        0
00713 950327 1361.000  826.000  774.000 18125.000       7349        0
00714 950328 1103.000 1089.000  761.000 16095.000      11993        0
00715 950329 1084.000 1069.000  817.000 16674.000      16656        0
00716 950330 1310.000  825.000  811.000 20229.000      11619        0
00717 950331  994.000 1232.000  721.000 13002.000      18948        0
00718 950403 1129.000 1080.000  750.000 14425.000      10613        0
00719 950404 1437.000  846.000  685.000 18970.000      10721        0
00720 950405 1193.000  984.000  797.000 16285.000      11023        0
00721 950406 1127.000  983.000  842.000 15489.000      12358        0
00722 950407  980.000 1141.000  836.000 13320.000      13261        0
00723 950410 1109.000 1057.000  808.000 11895.000      10093        0
00724 950411 1066.000 1123.000  771.000 12521.000      14187        0
00725 950412 1182.000  995.000  803.000 18488.000       9771        0
00726 950413 1278.000  912.000  778.000 15590.000      10635        0
00727 950417 1104.000 1130.000  748.000 13133.000      16351        0
00728 950418  968.000 1247.000  772.000 13266.000      16950        0
00729 950419  942.000 1227.000  808.000 12952.000      20037        0
00730 950420 1190.000 1036.000  765.000 17233.000      15303        0
00731 950421 1330.000  855.000  788.000 23599.000      11470        0
00732 950424 1366.000  863.000  744.000 21271.000       7120        0
00733 950425 1160.000 1070.000  749.000 14556.000      16513        0
00734 950426 1160.000 1075.000  742.000 17511.000      14016        0
00735 950427 1134.000 1096.000  752.000 15775.000      15154        0
00736 950428 1170.000 1039.000  775.000 15103.000      13333        0
00737 950501 1022.000 1186.000  769.000 12274.000      12585        0
00738 950502 1155.000 1023.000  798.000 14794.000      11405        0
00739 950503 1526.000  776.000  710.000 25677.000       8631        0
00740 950504 1165.000 1111.000  712.000 20047.000      19084        0
00741 950505 1245.000 1064.000  702.000 16783.000      14274        0
00742 950508 1480.000  770.000  747.000 18002.000       7456        0
00743 950509 1334.000  994.000  683.000 18766.000      12773        0
00744 950510 1229.000 1036.000  747.000 20384.000      12105        0
00745 950511 1144.000 1118.000  733.000 16749.000      12677        0
00746 950512 1230.000  991.000  758.000 19809.000      11621        0
00747 950515 1373.000  902.000  721.000 18356.000       9722        0
00748 950516 1389.000  873.000  735.000 17000.000      14795        0
00749 950517  976.000 1256.000  767.000 13450.000      16245        0
00750 950518  552.000 1780.000  662.000 5850.000      26129        0
00751 950519  888.000 1321.000  777.000 13482.000      16540        0
00752 950522 1335.000  871.000  777.000 17950.000       6803        0
00753 950523 1440.000  805.000  759.000 23111.000       8540        0
00754 950524 1196.000 1029.000  768.000 18547.000      16125        0
00755 950525 1053.000 1158.000  751.000 13941.000      15203        0
00756 950526  849.000 1356.000  757.000 6705.000      19632        0
00757 950530 1222.000 1030.000  728.000 11199.000      13360        0
00758 950531 1585.000  708.000  711.000 27475.000       4478        0
00759 950601 1235.000  927.000  829.000 17451.000      11030        0
00760 950602 1472.000  919.000  628.000 17546.000      15520        0
00761 950605 1566.000  734.000  704.000 20611.000       8522        0
00762 950606 1143.000 1108.000  766.000 16115.000      13422        0
00763 950607  898.000 1347.000  758.000 10676.000      17690        0
00764 950608 1043.000 1163.000  711.000 12263.000      12718        0
00765 950609  638.000 1600.000  747.000 7657.000      20931        0
00766 950612 1266.000  928.000  799.000 16855.000       8278        0
00767 950613 1611.000  753.000  636.000 23983.000       6149        0
00768 950614 1086.000 1158.000  754.000 14639.000      14445        0
00769 950615 1181.000  985.000  823.000 16524.000      12093        0
00770 950616 1091.000 1070.000  832.000 22923.000      15999        0
00771 950619 1343.000  950.000  698.000 20811.000       8686        0
00772 950620 1063.000 1230.000  735.000 16777.000      16417        0
00773 950621 1175.000 1064.000  766.000 17934.000      17608        0
00774 950622 1536.000  745.000  725.000 29527.000       8081        0
00775 950623  885.000 1326.000  775.000 11439.000      15888        0
00776 950626  681.000 1598.000  733.000 5361.000      21078        0
00777 950627 1076.000 1151.000  785.000 12509.000      17765        0
00778 950628 1242.000  991.000  765.000 17533.000      15120        0
00779 950629 1040.000 1188.000  753.000 14363.000      13149        0
00780 950630 1568.000  745.000  682.000 17730.000       9471        0
00781 950703 1172.000  854.000  814.000 7159.000       2829        0
00782 950705 1332.000 1012.000  643.000 18866.000      12072        0
00783 950706 1683.000  678.000  651.000 30651.000       7739        0
00784 950707 1616.000  741.000  672.000 30334.000      12834        0
00785 950710 1384.000  985.000  658.000 22078.000      15312        0
00786 950711 1045.000 1332.000  660.000 13611.000      20336        0
00787 950712 1493.000  827.000  694.000 27901.000       8866        0
00788 950713 1044.000 1230.000  734.000 19344.000      15585        0
00789 950714  921.000 1321.000  751.000 11623.000      15521        0
00790 950717 1207.000 1070.000  742.000 16763.000      11637        0
00791 950718  759.000 1558.000  711.000 9708.000      22930        0
00792 950719  344.000 2142.000  530.000 5338.000      40070        0
00793 950720 1484.000  868.000  661.000 23757.000      10762        0
00794 950721 1191.000 1040.000  746.000 20080.000      17362        0
00795 950724 1435.000  845.000  704.000 18273.000       9228        0
00796 950725 1351.000  948.000  727.000 23463.000      10053        0
00797 950726 1252.000 1031.000  729.000 19978.000      15206        0
00798 950727 1490.000  840.000  680.000 22687.000       9084        0
00799 950728 1072.000 1138.000  770.000 12511.000      14897        0
00800 950731 1159.000 1059.000  793.000 12500.000      12241        0
00801 950801  969.000 1290.000  753.000 12720.000      16165        0
00802 950802 1314.000  956.000  744.000 17133.000      15486        0
00803 950803  953.000 1270.000  778.000 15674.000      15336        0
00804 950804 1166.000 1027.000  815.000 15293.000      11101        0
00805 950807 1208.000  971.000  822.000 13365.000      10537        0
00806 950808 1015.000 1156.000  845.000 12487.000      13736        0
00807 950809 1036.000 1166.000  809.000 10431.000      14935        0
00808 950810 1000.000 1181.000  820.000 12006.000      13615        0
00809 950811  840.000 1359.000  811.000 8270.000      14135        0
00810 950814 1253.000  948.000  787.000 14648.000       8138        0
00811 950815 1033.000 1192.000  790.000 14054.000      14635        0
00812 950816 1389.000  899.000  745.000 21116.000      14327        0
00813 950817 1141.000 1081.000  784.000 15240.000      13212        0
00814 950818 1207.000  996.000  810.000 14614.000      11264        0
00815 950821 1332.000  924.000  756.000 14220.000      11517        0
00816 950822 1028.000 1157.000  835.000 13569.000      11273        0
00817 950823  896.000 1320.000  794.000 9980.000      15738        0
00818 950824 1089.000 1112.000  811.000 12139.000      13012        0
00819 950825 1291.000  863.000  841.000 13026.000       8773        0
00820 950828 1145.000 1104.000  785.000 11571.000      11714        0
00821 950829 1033.000 1205.000  779.000 13007.000      14464        0
00822 950830 1254.000  977.000  784.000 17654.000      11181        0
00823 950831 1305.000  867.000  840.000 15514.000      10493        0
00824 950901 1349.000  856.000  786.000 14989.000       7462        0
00825 950905 1508.000  800.000  726.000 21670.000       7254        0
00826 950906 1315.000  918.000  802.000 19712.000      12094        0
00827 950907 1176.000 1055.000  803.000 14844.000      12828        0
00828 950908 1420.000  825.000  782.000 18403.000       9687        0
00829 950911 1181.000 1082.000  784.000 14211.000      11107        0
00830 950912 1426.000  913.000  712.000 18609.000      11583        0
00831 950913 1192.000 1087.000  754.000 17162.000      16284        0
00832 950914 1327.000  969.000  761.000 21974.000      13059        0
00833 950915 1119.000 1152.000  793.000 20430.000      21054        0
00834 950918  851.000 1412.000  783.000 12727.000      15910        0
00835 950919 1123.000 1108.000  817.000 17427.000      15489        0
00836 950920 1219.000 1048.000  786.000 20732.000      13801        0
00837 950921  828.000 1435.000  788.000 11172.000      21512        0
00838 950922  761.000 1499.000  759.000 11294.000      19876        0
00839 950925  892.000 1336.000  786.000 10038.000      13976        0
00840 950926 1089.000 1161.000  796.000 16593.000      15414        0
00841 950927  842.000 1469.000  714.000 16745.000      19760        0
00842 950928 1467.000  806.000  741.000 25421.000       7921        0
00843 950929 1465.000  778.000  785.000 14213.000      14162        0
00844 951002  934.000 1345.000  745.000 9889.000      16639        0
00845 951003  935.000 1336.000  764.000 14341.000      20634        0
00846 951004  868.000 1369.000  771.000 11390.000      19112        0
00847 951005 1184.000 1107.000  743.000 19623.000      12883        0
00848 951006 1197.000  993.000  823.000 14004.000      12724        0
00849 951009  621.000 1633.000  750.000 5579.000      19383        0
00850 951010  845.000 1458.000  742.000 15181.000      22240        0
00851 951011 1451.000  814.000  779.000 21312.000       9544        0
00852 951012 1468.000  808.000  779.000 20854.000       9834        0
00853 951013 1549.000  805.000  699.000 22083.000      12001        0
00854 951016 1061.000 1210.000  789.000 11239.000      15444        0
00855 951017 1119.000 1114.000  824.000 18143.000      12694        0
00856 951018 1174.000 1089.000  795.000 19656.000      17239        0
00857 951019 1102.000 1193.000  776.000 16845.000      19576        0
00858 951020  946.000 1357.000  731.000 11786.000      23343        0
00859 951023  772.000 1537.000  733.000 11199.000      18416        0
00860 951024 1110.000 1165.000  766.000 18611.000      18255        0
00861 951025  805.000 1525.000  728.000 12063.000      27743        0
00862 951026  664.000 1727.000  673.000 8339.000      33816        0
00863 951027 1148.000 1077.000  812.000 21028.000      12680        0
00864 951030 1294.000 1005.000  753.000 18788.000       9323        0
00865 951031 1153.000 1214.000  703.000 14522.000      19240        0
00866 951101 1338.000  957.000  751.000 21096.000      12929        0
00867 951102 1614.000  745.000  709.000 28240.000       8471        0
00868 951103 1290.000  940.000  838.000 17573.000      12314        0
00869 951106 1071.000 1162.000  813.000 12168.000      10324        0
00870 951107 1020.000 1233.000  816.000 11251.000      20333        0
00871 951108 1368.000  923.000  765.000 19773.000      12204        0
00872 951109 1173.000 1066.000  832.000 19372.000      14293        0
00873 951110  975.000 1246.000  842.000 11497.000      13850        0
00874 951113 1027.000 1253.000  778.000 11690.000      13385        0
00875 951114  950.000 1356.000  753.000 12484.000      19453        0
00876 951115 1194.000 1060.000  820.000 19937.000      13089        0
00877 951116 1535.000  809.000  743.000 25597.000      11923        0
00878 951117 1368.000  931.000  798.000 27201.000      11088        0
00879 951120 1047.000 1274.000  760.000 10980.000      18436        0
00880 951121 1278.000 1077.000  744.000 21441.000      15035        0
00881 951122 1202.000 1104.000  786.000 20399.000      15813        0
00882 951124 1154.000  787.000  946.000 7613.000       2987        0
00883 951127 1300.000 1066.000  736.000 19254.000      12653        0
00884 951128 1249.000 1047.000  798.000 21083.000      14637        0
00885 951129 1349.000  950.000  788.000 23817.000      11742        0
00886 951130 1371.000 1029.000  691.000 21464.000      17945        0
00887 951201 1434.000  944.000  712.000 19784.000      16294        0
00888 951204 1675.000  798.000  643.000 26312.000      10242        0
00889 951205 1410.000  979.000  725.000 23431.000      15098        0
00890 951206 1277.000 1098.000  745.000 20512.000      15187        0
00891 951207  876.000 1562.000  667.000 12611.000      21909        0
00892 951208 1132.000 1152.000  795.000 16620.000      11876        0
00893 951211 1207.000 1133.000  758.000 16746.000      13393        0
00894 951212 1207.000 1133.000  758.000 16746.000      13393        0
00895 951213 1452.000  979.000  669.000 21014.000      15708        0
00896 951214 1070.000 1304.000  727.000 14108.000      26968        0
00897 951215 1133.000 1244.000  738.000 24479.000      33290        0
00898 951218  487.000 2023.000  599.000 4537.000      32743        0
00899 951219 1526.000  914.000  683.000 29767.000      13954        0
00900 951220 1464.000  964.000  682.000 19901.000      20389        0
00901 951221 1417.000  951.000  738.000 25270.000      12216        0
00902 951222 1365.000  950.000  775.000 15645.000       9402        0
00903 951226 1272.000 1034.000  759.000 10626.000       7804        0
00904 951227 1328.000  985.000  780.000 12525.000       8980        0
00905 951228 1249.000 1088.000  768.000 12813.000      12372        0
00906 951229 1558.000  838.000  726.000 18699.000       9502        0
00907 960102 1591.000  917.000  601.000 22023.000      11819        0
00908 960103 1521.000  932.000  643.000 26713.000      16022        0
00909 960104  927.000 1525.000  665.000 16952.000      29846        0
00910 960105 1157.000 1183.000  768.000 17792.000      20216        0
00911 960108 1261.000  904.000  812.000 7006.000       4075        0
00912 960109  861.000 1575.000  666.000 8403.000      29756        0
00913 960110  524.000 1961.000  610.000 9121.000      37879        0
00914 960111 1428.000  908.000  752.000 25502.000      10494        0
00915 960112 1102.000 1206.000  776.000 14071.000      19723        0
00916 960115  957.000 1330.000  779.000 10016.000      16633        0
00917 960116 1432.000  948.000  714.000 26545.000      11345        0
00918 960117 1213.000 1111.000  778.000 21864.000      20501        0
00919 960118 1392.000  991.000  720.000 22687.000      17129        0
00920 960119 1338.000 1059.000  712.000 30178.000      15575        0
00921 960122 1218.000 1109.000  776.000 23111.000      12074        0
00922 960123 1138.000 1201.000  756.000 18920.000      17358        0
00923 960124 1483.000  900.000  725.000 28700.000      15179        0
00924 960125 1042.000 1267.000  774.000 17448.000      22871        0
00925 960126 1265.000 1044.000  772.000 21858.000      11763        0
00926 960129 1325.000  970.000  789.000 21086.000      10914        0
00927 960130 1665.000  774.000  682.000 29485.000      12129        0
00928 960131 1569.000  824.000  721.000 29500.000      13124        0
00929 960201 1400.000 1028.000  674.000 27725.000      13783        0
00930 960202 1076.000 1273.000  748.000 18059.000      18725        0
00931 960205 1260.000 1116.000  725.000 23465.000      10139        0
00932 960206 1404.000  968.000  756.000 28752.000      13362        0
00933 960207 1227.000 1149.000  743.000 21995.000      18748        0
00934 960208 1343.000  960.000  788.000 28094.000      15018        0
00935 960209 1219.000 1122.000  761.000 21447.000      21957        0
00936 960212 1356.000  956.000  789.000 23720.000      11892        0
00937 960213 1090.000 1226.000  804.000 17978.000      20694        0
00938 960214 1173.000 1156.000  772.000 16773.000      20102        0
00939 960215 1110.000 1226.000  767.000 15757.000      20813        0
00940 960216 1075.000 1277.000  757.000 16359.000      22556        0
00941 960220  536.000 1960.000  610.000 7134.000      29180        0
00942 960221 1525.000  818.000  770.000 30347.000       8548        0
00943 960222 1768.000  682.000  663.000 38238.000       6372        0
00944 960223 1115.000 1285.000  726.000 20256.000      18541        0
00945 960226  797.000 1605.000  705.000 9955.000      26194        0
00946 960227 1014.000 1340.000  765.000 14541.000      23940        0
00947 960228 1234.000 1123.000  747.000 19116.000      19970        0
00948 960229  900.000 1474.000  723.000 13378.000      26984        0
00949 960301 1435.000  905.000  734.000 25956.000      18642        0
00950 960304 1625.000  771.000  706.000 27077.000      10886        0
00951 960305 1220.000 1123.000  796.000 22492.000      15886        0
